"Period","Region","State","Title","Details","Image","Coordinates"
"BCE 530年代","イラン高原","アケメネス朝ペルシア帝国","アケメネス朝ペルシア帝国の統治","メディア王国でイラン人のキュロス2世が反乱を起こしペルシア帝国が興る。さらに数代かけて西アジアを寛容に統治しやがてエジプト王国を滅ぼす","参考画像","[[35.6892, 51.3890]]"
